  0.244444460      0.238047600     -0.863243222       2.08084011      -6.15375471      -5.99271727      0.213477969       0.00000000    
  0.127351344      0.416168034      -1.24817312       1.52878642      -1.54484451      -5.04835558      0.299719691       0.00000000    
  -5.19019132E-03  0.543804884      -1.32380176       1.10731494       3.22696827E-02  -3.38107204      0.300975680       1.78813934E-07
 -0.137409016      0.637630999      -1.29743087      0.823377311      0.495148480      -2.29768062      0.295056701       1.78813934E-07
 -0.264676362      0.708480358      -1.24208248      0.626607955      0.611819506      -1.63770616      0.290972710       5.96046448E-08
 -0.385825515      0.762952626      -1.18062258      0.483680636      0.617379606      -1.22084045      0.288528442       0.00000000    
 -0.500800848      0.805216432      -1.12038589      0.375419647      0.587352395     -0.944378972      0.287052751       1.78813934E-07
 -0.609902680      0.838036537      -1.06363094      0.290569097      0.547747433     -0.752632141      0.286129713       5.96046448E-08
 -0.713527083      0.863330305      -1.01085162      0.222214624      0.507838011     -0.614457309      0.285529256       1.78813934E-07
 -0.812073052      0.882479489     -0.961918890      0.165909976      0.470816255     -0.511635840      0.285124063       1.78813934E-07
 -0.905910850      0.896512330     -0.916499794      0.118676923      0.437564820     -0.433025241      0.284842014       1.78813934E-07
 -0.995373011      0.906214893     -0.874217272       7.84490481E-02  0.408085495     -0.371532232      0.284639835       2.38418579E-07
  -1.08075440      0.912202179     -0.834709823       4.37485538E-02  0.382063448     -0.322477639      0.284491837       1.78813934E-07
  -1.16231501      0.914964676     -0.797651768       1.34907495E-02  0.359097362     -0.282678455      0.284380615       1.78813934E-07
  -1.24028468      0.914900362     -0.762757421      -1.31386481E-02  0.338789821     -0.249909505      0.284295797       5.96046448E-08
  -1.31486642      0.912336946     -0.729778886      -3.67630087E-02  0.320780575     -0.222577721      0.284229994       5.96046448E-08
  -1.38624036      0.907547772     -0.698502064      -5.78678288E-02  0.304756254     -0.199518681      0.284178019       5.96046448E-08
  -1.45456684      0.900763392     -0.668741882      -7.68369883E-02  0.290448099     -0.179864556      0.284136772       5.96046448E-08
  -1.51998878      0.892180383     -0.640338063      -9.39781368E-02  0.277628720     -0.162958369      0.284103394       0.00000000    
  -1.58263433      0.881967783     -0.613151312     -0.109540798      0.266105533     -0.148294851      0.284075975       5.96046448E-08
  -1.64261901      0.870272219     -0.587060273     -0.123729542      0.255715519     -0.135480046      0.284053683       5.96046448E-08
  -1.70004654      0.857221842     -0.561958492     -0.136713713      0.246320784     -0.124203399      0.284035087       0.00000000    
  -1.75501084      0.842929423     -0.537752211     -0.148634732      0.237803936     -0.114216916      0.284019470       1.78813934E-07
  -1.80759704      0.827494860     -0.514358759     -0.159611627      0.230065048     -0.105320841      0.284006298       5.96046448E-08
  -1.85788250      0.811007082     -0.491704583     -0.169745296      0.223018646      -9.73526090E-02  0.283995092       1.78813934E-07
